DENOM_SOCIAL|DT_REG|DT_CANCEL|SIT|DT_INI_SIT|CD_CVM|SETOR_ATIV|CONTROLE_ACIONARIO
SAMCIL SA SERV ASSIS MED AO CI|1977-07-20|1994-12-07|CANCELADA|1994-12-07|10383|Serviços Diversos|PRIVADO
SANO SA INDUSTRIA E COMERCIO|1968-05-17|2007-08-07|CANCELADA|2007-08-07|10391|Extração Mineral|PRIVADO
SANSUY SA IND DE PLASTICOS|1980-07-04|1994-03-29|CANCELADA|1994-06-16|10405|Petroquímicos e Borracha|PRIVADO
SANTACONSTANCIA TECELAGEM SA|1977-12-21|1996-06-18|CANCELADA|1996-06-18|10421|Têxtil e Vestuário|PRIVADO
ALPARGATAS SA|1977-07-20||ATIVO|1977-07-20|10456|Têxtil e Vestuário|PRIVADO
SARABOR SA REGENS ARTEFS BORR|1977-07-20|2005-12-20|CANCELADA|2005-12-20|10464|Petroquímicos e Borracha|PRIVADO
SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL|1977-07-20||ATIVO|1977-07-20|10472|Gráficas e Editoras|PRIVADO
SAVENA SA VEICS NAC COM REPR|1971-07-26|1984-12-28|CANCELADA|1984-12-28|10499|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
SCOPUS TECNOLOGIA SA|1983-12-01|1992-08-12|CANCELADA|1992-08-12|10510|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
SEARA INDUSTRIAL SA|1977-07-20|1989-06-15|CANCELADA|1989-06-15|10529|Agricultura (Açúcar, Álcool e Cana)|PRIVADO
SECURIT SA|1977-07-20|1996-10-18|CANCELADA|1996-10-18|10545|Construção Civil, Mat. Constr. e Decoração|PRIVADO
SEHBE SA HOTEIS E TURISMO|1973-04-16|2006-11-22|CANCELADA|2006-11-22|10553|Hospedagem e Turismo|PRIVADO
SEIVA S.A. - FLORESTAS E INDÚSTRIAS|1981-12-11||ATIVO|1981-12-11|10561|Emp. Adm. Part. - Metalurgia e Siderurgia|PRIVADO
SEMENTES AGROCERES SA|1977-07-20|1998-06-04|CANCELADA|1998-06-04|10570|Agricultura (Açúcar, Álcool e Cana)|PRIVADO
SEMP TOSHIBA SA|1971-08-12|2008-11-13|CANCELADA|2008-11-13|10588|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
SERGEN SERVS GERAIS DE ENG SA|1977-07-20|2014-07-30|CANCELADA|2014-07-30|10596|Construção Civil, Mat. Constr. e Decoração|PRIVADO
SERMECO SERV MEC ENG CONST SA|1977-07-20|1990-09-06|CANCELADA|1990-09-06|10600|Construção Civil, Mat. Constr. e Decoração|PRIVADO
SERVIX ENGENHARIA SA|1977-07-20|2005-04-29|CANCELADA|2005-04-29|10626|Construção Civil, Mat. Constr. e Decoração|PRIVADO
SETAL INSTALACOES INDLS SA|1961-04-14|1986-11-05|CANCELADA|1986-11-05|10634|Construção Civil, Mat. Constr. e Decoração|PRIVADO
MASSA FALIDA DA SHARP SA EQUIPS ELETRONICOS|1972-12-13|2010-01-04|CANCELADA|2010-01-04|10642|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
SIBRA ELETROSIDERURGICA BRASILEIRA SA (atual Rio Doce Manganês S/A)|1970-12-17|2002-03-21|CANCELADA|2002-03-21|10669|Metalurgia e Siderurgia|PRIVADO
SIDERURGICA ACONORTE SA|1970-09-30|1996-12-23|CANCELADA|1996-12-23|10677|Metalurgia e Siderurgia|PRIVADO
SIDERURGICA COFERRAZ SA|1971-12-02|2005-12-20|CANCELADA|2005-12-20|10685|Metalurgia e Siderurgia|PRIVADO
SIDERURGICA GUAIRA SA|1971-12-02|1995-09-05|CANCELADA|1995-09-05|10693|Metalurgia e Siderurgia|PRIVADO
SIDERURGICA HIME|1981-04-29|1986-02-05|CANCELADA|1986-02-05|10707|Metalurgia e Siderurgia|PRIVADO
ACOS IPANEMA (VILLARES) SA|1977-10-20|1993-01-11|CANCELADA|1993-01-11|10715|Metalurgia e Siderurgia|PRIVADO
SIDERURGICA RIOGRANDENSE SA|1968-05-17|1997-06-30|CANCELADA|1997-06-30|10723|Metalurgia e Siderurgia|PRIVADO
SIFCO SA|1970-10-07|2004-03-09|CANCELADA|2004-03-09|10740|Metalurgia e Siderurgia|PRIVADO
SIMESC SA|1976-01-29|1994-07-26|CANCELADA|1994-07-26|10758|Metalurgia e Siderurgia|PRIVADO
SIOM SA I INSTRS DE OTICA MEC|1977-07-20|2005-03-22|CANCELADA|2005-03-22|10774|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
SISAL BAHIA HOTEIS TURISMO SA|1972-07-28|2006-03-21|CANCELADA|2006-03-21|10790|Hospedagem e Turismo|PRIVADO
SISAL IMOB SANTO AFONSO SA|1977-07-20|2005-12-20|CANCELADA|2005-12-20|10804|Construção Civil, Mat. Constr. e Decoração|PRIVADO
SIT SOC DE INSTALACOES TECS SA|1977-07-20|2002-04-25|CANCELADA|2002-04-25|10812|Construção Civil, Mat. Constr. e Decoração|PRIVADO
SOBLOCO CONSTRUTORA SA|1981-08-11|1985-04-15|CANCELADA|1985-04-15|10820|Construção Civil, Mat. Constr. e Decoração|PRIVADO
SONDOTECNICA ENGENHARIA DE SOLOS S/A.|1980-08-19||ATIVO|1980-08-19|10880|Construção Civil, Mat. Constr. e Decoração|PRIVADO
SOPAVE SA SOC PAUL DE VEICULOS|1977-07-20|1991-06-07|CANCELADA|1991-06-07|10898|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
SORANA COML E IMPORTADORA SA|1977-07-20|1988-09-08|CANCELADA|1988-09-08|10901|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
SOTREQ SA TRATORES E EQUIPS|1982-08-24|1987-06-18|CANCELADA|1987-06-18|10910|Comércio (Atacado e Varejo)|PRIVADO
SPERB DO NE SA IND TEXTIL|1977-09-27|2005-03-22|CANCELADA|2005-03-22|10936|Têxtil e Vestuário|PRIVADO
SPRINGER CARRIER NE SA|1977-07-20|1985-06-18|CANCELADA|1985-06-18|10952|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
SPRINGER SA|1968-10-24|2020-12-15|CANCELADA|2020-12-15|10960|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
STANDARD ELETRONICA SA|1982-07-13|1991-04-12|CANCELADA|1991-04-12|10979|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
BOTUCATU TÊXTIL S. A.|1982-06-02|2012-07-09|CANCELADA|2012-07-09|10987|Têxtil e Vestuário|PRIVADO
SUDESTE SA IND E COMERCIO|1971-04-07|2005-12-20|CANCELADA|2005-12-20|10995|Comércio (Atacado e Varejo)|PRIVADO
SULFAB CIA SULFOQUIMICA DA BA|1974-10-17|1993-04-19|CANCELADA|1993-04-19|11053|Petroquímicos e Borracha|PRIVADO
SUPERAGRO SA FERT INSETICIDAS|1972-11-22|2010-01-04|CANCELADA|2010-01-04|11061|Petroquímicos e Borracha|PRIVADO
WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.|1971-01-07||ATIVO|1971-01-07|11070|Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças|PRIVADO
T BARRETO IND COM SA|1971-10-05|2006-03-21|CANCELADA|2006-03-21|11118|Têxtil e Vestuário|PRIVADO
TECANOR SA TEXTIL CATAR DO NE|1971-11-11|1991-10-01|CANCELADA|1991-10-01|11126|Têxtil e Vestuário|PRIVADO
TECELAGEM MALHARIA INDAIAL SA|1968-10-29|1986-11-13|CANCELADA|1986-11-13|11134|Têxtil e Vestuário|PRIVADO
TECHNOS RELOGIOS SA|1977-07-20|2005-04-18|CANCELADA|2005-04-18|11169|Comércio (Atacado e Varejo)|PRIVADO
TECNOMONT PROJS MONTS INDLS SA|1982-07-08|1987-05-14|CANCELADA|1987-05-14|11193|Construção Civil, Mat. Constr. e Decoração|PRIVADO
TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL|1977-07-20||ATIVO|2019-10-14|11207|Construção Civil, Mat. Constr. e Decoração|PRIVADO
TECBLU - TECELAGEM BLUMENAU S/A.|1971-04-28||ATIVO|1971-04-28|11215|Têxtil e Vestuário|PRIVADO
TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL|1969-12-04||ATIVO|1969-12-04|11223|Têxtil e Vestuário|PRIVADO
TEKNO S.A. INDÚSTRIA E COMÉRCIO|1977-07-20||ATIVO|1977-07-20|11231|Emp. Adm. Part. - Metalurgia e Siderurgia|PRIVADO
TERMINAL QUIM ARATU SA|1981-12-23|1997-12-11|CANCELADA|1997-12-11|11339|Serviços Transporte e Logística|PRIVADO
TERMOLAR SA|1977-07-20|1998-10-07|CANCELADA|1998-10-07|11347|Outras Atividades Industriais|PRIVADO
TEXA MARANHENSE SA|1980-01-02|2005-08-09|CANCELADA|2005-08-09|11355|Têxtil e Vestuário|PRIVADO
DOUAT CIA TEXTIL|1975-12-01|2004-08-26|CANCELADA|2004-08-26|11363|Têxtil e Vestuário|PRIVADO
GARANCE TEXTILE SA|1970-07-01|2005-03-22|CANCELADA|2005-03-22|11371|Têxtil e Vestuário|PRIVADO
TRONOX PIGMENTOS DO BRASIL S.A.|1970-12-23||ATIVO|1970-12-23|11398|Petroquímicos e Borracha|PRIVADO HOLDING
TITAN COMERCIO E INDUSTRIA SA|1979-12-12|1989-09-22|CANCELADA|1989-09-22|11428|Metalurgia e Siderurgia|PRIVADO
TOBASA TOCANTINS BABACU SA|1977-07-20|2000-09-28|CANCELADA|2000-09-28|11436|Alimentos|PRIVADO
TRAFO EQUIPAMENTOS ELETRICOS S.A.|1969-11-04|2009-12-30|CANCELADA|2009-12-30|11452|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
TRANSAUTO TRANSP ESPECS AUT SA|1977-07-20|1998-07-22|CANCELADA|1998-07-22|11460|Serviços Transporte e Logística|PRIVADO
TRANSBRASIL SA LINHAS AEREAS - FALIDA|1977-07-20|2010-01-04|CANCELADA|2010-01-04|11479|Serviços Transporte e Logística|PRIVADO
MASSA FALIDA DA TRANSPARANA SA|1977-07-20|2021-08-09|CANCELADA|2021-08-09|11495|Comércio (Atacado e Varejo)|PRIVADO
TROL SA INDUSTRIA E COMERCIO|1980-10-07|2005-12-20|CANCELADA|2005-12-20|11509|Petroquímicos e Borracha|PRIVADO
TRORION SA|1969-09-16|2011-03-30|CANCELADA|2011-03-30|11525|Petroquímicos e Borracha|PRIVADO
UNIBANCO SISTEMAS SA|1983-05-23|1987-10-08|CANCELADA|1987-10-08|11568|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
UNIPAR CARBOCLORO S.A.|1971-12-08||ATIVO|1971-12-08|11592|Petroquímicos e Borracha|PRIVADO
UNITEXTIL - UNIAO INDUSTRIAL TEXTIL S/A|1982-09-22|2013-08-14|CANCELADA|2013-08-14|11606|Têxtil e Vestuário|PRIVADO
USINA C PINTO SA ACUCAR ALCOOL|1981-11-26|1985-01-17|CANCELADA|1985-01-17|11614|Alimentos|PRIVADO
USINA BARRA SA ACUCAR ALCOOL|1979-09-13|1986-02-24|CANCELADA|1986-02-24|11622|Agricultura (Açúcar, Álcool e Cana)|PRIVADO
USINA S BARBARA SA|1982-01-19|2007-03-14|CANCELADA|2007-03-14|11630|Agricultura (Açúcar, Álcool e Cana)|PRIVADO
USINA SIDERURGICA DA BAHIA|1970-07-21|1996-01-30|CANCELADA|1996-01-30|11649|Metalurgia e Siderurgia|PRIVADO
USINA S OLIMPIA IND FER ACO SA|1943-11-19|2005-12-20|CANCELADA|2005-12-20|11657|Metalurgia e Siderurgia|PRIVADO
S.A. (VIAÇÃO AÉREA RIO-GRANDENSE) - FALIDA|1977-07-20|2011-01-04|CANCELADA|2011-01-04|11681|Serviços Transporte e Logística|PRIVADO
VIACAO AEREA S PAULO SA VASP|1982-09-28|2010-01-04|CANCELADA|2010-01-04|11703|Serviços Transporte e Logística|PRIVADO
VIGORELLI DO BRASIL SA IC|1972-05-12|2005-03-22|CANCELADA|2005-03-22|11720|Metalurgia e Siderurgia|PRIVADO
VILLARES INDS BASE VIBASA|1979-01-31|1994-11-14|CANCELADA|1994-11-14|11738|Metalurgia e Siderurgia|PRIVADO
VOLNOR INDUSTRIA E COMERCIO SA|1970-12-23|2005-12-20|CANCELADA|2005-12-20|11746|Metalurgia e Siderurgia|PRIVADO
VOTEC TAXI AEREO SA|1980-08-25|2006-03-21|CANCELADA|2006-03-21|11754|Serviços Transporte e Logística|PRIVADO
VULCABRAS S.A.|1977-07-20||ATIVO|1977-07-20|11762|Têxtil e Vestuário|PRIVADO
WAGNER SA|1971-07-29|1988-08-19|CANCELADA|1988-08-19|11789|Construção Civil, Mat. Constr. e Decoração|PRIVADO
WEMBLEY SOCIEDADE ANÔNIMA|1973-10-08|2017-02-09|CANCELADA|2017-02-09|11800|Têxtil e Vestuário|PRIVADO
WES TON SA EQUIPS ELETRICOS|1983-01-06|1987-05-21|CANCELADA|1987-05-21|11819|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
ZANINI SA EQUIPS PESADOS|1971-07-05|1997-01-27|CANCELADA|1997-01-27|11835|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
ZIVI SA CUTELARIA|1968-11-01|2003-12-29|CANCELADA|2003-12-29|11843|Metalurgia e Siderurgia|PRIVADO
NORDEQ EQUIPS INDLS DO NE SA|1984-06-01|1988-09-23|CANCELADA|1988-09-23|11886|Metalurgia e Siderurgia|PRIVADO
BARRETTO ARAUJO PROD CACAU SA|1984-05-16|2010-01-04|CANCELADA|2010-01-04|11894|Alimentos|PRIVADO
FLEXDISC TECNOLOGIA SA|1984-06-05|2007-02-14|CANCELADA|2007-02-14|11916|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
IOCHPE-MAXION SA|1984-07-17||ATIVO|1984-07-17|11932|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
LABRA IND BRAS DE LAPIS SA|1984-07-18|1994-03-03|CANCELADA|1994-03-03|11940|Outras Atividades Industriais|PRIVADO
CONST PRESIDENTE SA|1984-07-25|1990-01-02|CANCELADA|1990-01-02|11959|Construção Civil, Mat. Constr. e Decoração|PRIVADO
FRANGOSUL SA AGRO AVICOLA INDL|1984-07-25|1999-12-21|CANCELADA|1999-12-21|11967|Alimentos|PRIVADO
AZEVEDO & TRAVASSOS SA|1984-08-20||ATIVO|1984-08-20|11975|Construção Civil, Mat. Constr. e Decoração|PRIVADO
WETZEL S.A. EM RECUPERAÇÃO JUDICIAL|1984-10-09||ATIVO|1984-10-09|11991|Metalurgia e Siderurgia|PRIVADO
RIB SA|1984-06-22|1997-04-25|CANCELADA|1997-04-25|12009|Extração Mineral|PRIVADO
CIA DES ARAGUAIA CODEARA|1984-10-30|1992-05-18|CANCELADA|1992-05-18|12025|Agricultura (Açúcar, Álcool e Cana)|PRIVADO
POLYMAX INFORMATICA SA|1984-11-06|2006-03-21|CANCELADA|2006-03-21|12041|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
INDS DE BEBS JOAQUIM T A F SA|1984-11-19|1986-07-25|CANCELADA|1986-07-25|12068|Bebidas e Fumo|PRIVADO
CURT SA|1984-11-23|2005-12-20|CANCELADA|2005-12-20|12076|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
FREIOS VARGA SA|1984-11-23|1999-06-02|CANCELADA|1999-06-02|12084|Máquinas, Equipamentos, Veículos e Peças|PRIVADO HOLDING
PEIXE SA|1984-11-28|2001-03-14|CANCELADA|2001-03-14|12092|Alimentos|PRIVADO
ENIA INDUSTRIAS QUIMICAS SA|1984-10-26|1990-03-29|CANCELADA|1990-03-29|12106|Petroquímicos e Borracha|PRIVADO
LARAMO SA|1984-12-07|1985-07-23|CANCELADA|1985-07-23|12114|Outras Atividades Industriais|PRIVADO
COMPANHIA PARAIBUNA DE METAIS|1984-12-12|2002-12-09|CANCELADA|2002-12-09|12130|Metalurgia e Siderurgia|PRIVADO
MNM METALURGICA NORTE MINAS SA|1984-10-16|1994-09-14|CANCELADA|1994-09-14|12157|Metalurgia e Siderurgia|PRIVADO
MARAMBAIA ENERGIA RENOVÁVEL SA|1984-06-28|2013-01-07|CANCELADA|2013-01-07|12181|Agricultura (Açúcar, Álcool e Cana)|PRIVADO
BOMBRIL SA|1984-09-26||ATIVO|1984-09-26|12190|Farmacêutico e Higiene|PRIVADO
ENXUTA SA|1985-01-08|1998-04-23|CANCELADA|1998-04-23|12211|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
COSTA PINTO S.A.|1985-01-16|2013-03-25|CANCELADA|2013-03-25|12220|Agricultura (Açúcar, Álcool e Cana)|PRIVADO
ELEVA ALIMENTOS S/A|1985-01-23|2008-04-16|CANCELADA|2008-04-16|12238|Alimentos|PRIVADO
CIA MINUANO DE ALIMENTOS|1985-01-23|1991-08-13|CANCELADA|1991-08-13|12246|Alimentos|PRIVADO
SID INFORMATICA SA|1985-02-14|1994-05-10|CANCELADA|1994-05-10|12254|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.|1985-01-04|2017-07-28|CANCELADA|2017-07-28|12262|Emp. Adm. Part. - Telecomunicações|PRIVADO
BOCAIUVA TEXTIL SA|1971-06-24|1999-03-22|CANCELADA|1999-03-22|12270|Têxtil e Vestuário|PRIVADO
TAM TRANSP AEREOS REGIONAIS SA|1985-03-11|2000-11-30|CANCELADA|2000-11-30|12297|Serviços Transporte e Logística|PRIVADO
IPIRANGA PETROQUIMICA SA|1985-03-14|2007-07-18|CANCELADA|2007-07-18|12300|Petroquímicos e Borracha|PRIVADO
BLUE TECH SOLUTIONS EQI S.A.|1985-03-14||ATIVO|1985-03-14|12319|Alimentos|PRIVADO
VTA AMAZONIA ELETRON SA|1985-03-27|1990-03-05|CANCELADA|1990-03-05|12327|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
LIMASA SA|1985-05-20|2007-02-14|CANCELADA|2007-02-14|12360|Metalurgia e Siderurgia|PRIVADO
TEXTIL DUOMO SA|1985-06-11|1991-11-21|CANCELADA|1991-11-21|12378|Têxtil e Vestuário|PRIVADO
VICUNHA SA|1977-07-20|1986-10-29|CANCELADA|1986-10-29|12408|Têxtil e Vestuário|PRIVADO
ANSON SA ENG FUND RECUPERACOES|1985-07-15|1986-04-02|CANCELADA|1986-04-02|12416|Construção Civil, Mat. Constr. e Decoração|PRIVADO
VACCHI SA IND COM|1985-07-25|1997-11-13|CANCELADA|1997-11-13|12424|Têxtil e Vestuário|PRIVADO
MICROLAB SA|1985-09-19|2005-03-22|CANCELADA|2005-03-22|12440|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
COLDEX FRIGOR SA|1985-10-11|2001-11-01|CANCELADA|2001-11-01|12459|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
CIA CONSTRUTORA PEDERNEIRAS|1985-10-31|2006-03-21|CANCELADA|2006-03-21|12491|Construção Civil, Mat. Constr. e Decoração|PRIVADO
SAO BRAZ SA IND COM ALIMENTOS|1985-11-01|1994-09-30|CANCELADA|1994-09-30|12513|Alimentos|PRIVADO
ITAUTEC S.A. - GRUPO ITAUTEC|1985-11-14|2019-08-15|CANCELADA|2019-08-15|12530|Comunicação e Informática|PRIVADO
MASTER SA TEC PLASTICOS|1985-01-23|2007-01-09|CANCELADA|2007-01-09|12548|Petroquímicos e Borracha|PRIVADO
ELEKEIROZ SA|1985-12-10|2003-07-31|CANCELADA|2003-07-31|12556|Petroquímicos e Borracha|PRIVADO
RECRUSUL SA|1985-12-20||ATIVO|1985-12-20|12572|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
PARMALAT BRASIL S.A  IND DE  ALIMENTOS.|1985-12-30|2010-02-11|CANCELADA|2010-02-11|12580|Alimentos|PRIVADO
